file_path,dir_name,file_name,format,resolution,ratio,mode,file_size_mb
data/reid_cat\0066\0066_010.JPG,0066,0066_010,JPEG,7990272,1.33,RGB,0.483245849609375
data/reid_cat\0066\0066_011.JPG,0066,0066_011,JPEG,7990272,1.33,RGB,0.5236730575561523
data/reid_cat\0066\0066_012.JPG,0066,0066_012,JPEG,7990272,1.33,RGB,0.43958187103271484
data/reid_cat\0066\0066_013.JPG,0066,0066_013,JPEG,7990272,1.33,RGB,0.4125556945800781
data/reid_cat\0066\0066_014.JPG,0066,0066_014,JPEG,7990272,1.33,RGB,0.47569942474365234
data/reid_cat\0066\0066_015.JPG,0066,0066_015,JPEG,7990272,1.33,RGB,0.46863842010498047
data/reid_cat\0066\0066_016.JPG,0066,0066_016,JPEG,7990272,1.33,RGB,0.33963584899902344
data/reid_cat\0066\0066_017.JPG,0066,0066_017,JPEG,7990272,0.75,RGB,0.4567604064941406
data/reid_cat\0066\0066_018.JPG,0066,0066_018,JPEG,7990272,0.75,RGB,0.4576568603515625
data/reid_cat\0066\0066_019.JPG,0066,0066_019,JPEG,7990272,0.75,RGB,0.45946788787841797
data/reid_cat\0066\0066_020.JPG,0066,0066_020,JPEG,7990272,0.75,RGB,0.45368194580078125
data/reid_cat\0066\0066_021.JPG,0066,0066_021,JPEG,7990272,0.75,RGB,0.3574056625366211
data/reid_cat\0066\0066_022.JPG,0066,0066_022,JPEG,7990272,0.75,RGB,0.36887073516845703
data/reid_cat\0066\0066_023.JPG,0066,0066_023,JPEG,7990272,0.75,RGB,0.37033748626708984
data/reid_cat\0066\0066_024.JPG,0066,0066_024,JPEG,7990272,0.75,RGB,0.3809089660644531
data/reid_cat\0066\0066_025.JPG,0066,0066_025,JPEG,7990272,0.75,RGB,0.40351104736328125
data/reid_cat\0066\0066_026.JPG,0066,0066_026,JPEG,7990272,0.75,RGB,0.3929290771484375
data/reid_cat\0066\0066_027.JPG,0066,0066_027,JPEG,7990272,0.75,RGB,0.4096364974975586
data/reid_cat\0066\0066_028.JPG,0066,0066_028,JPEG,7990272,0.75,RGB,0.3802328109741211
data/reid_cat\0066\0066_029.JPG,0066,0066_029,JPEG,7990272,0.75,RGB,0.49781131744384766
data/reid_cat\0066\0066_030.JPG,0066,0066_030,JPEG,7990272,0.75,RGB,0.5072650909423828
data/reid_cat\0066\0066_031.JPG,0066,0066_031,JPEG,7990272,0.75,RGB,0.5020513534545898
data/reid_cat\0066\0066_032.JPG,0066,0066_032,JPEG,7990272,0.75,RGB,0.7226858139038086
data/reid_cat\0066\0066_033.JPG,0066,0066_033,JPEG,7990272,0.75,RGB,0.7476282119750977
data/reid_cat\0066\0066_034.JPG,0066,0066_034,JPEG,7990272,0.75,RGB,0.7523937225341797
data/reid_cat\0066\0066_035.JPG,0066,0066_035,JPEG,7990272,0.75,RGB,0.7159719467163086
data/reid_cat\0066\0066_036.JPG,0066,0066_036,JPEG,7990272,0.75,RGB,0.7098169326782227
data/reid_cat\0066\0066_037.JPG,0066,0066_037,JPEG,7990272,0.75,RGB,0.6901445388793945
data/reid_cat\0066\0066_038.JPG,0066,0066_038,JPEG,7990272,0.75,RGB,0.5158929824829102
data/reid_cat\0066\0066_039.JPG,0066,0066_039,JPEG,7990272,0.75,RGB,0.5131072998046875
data/reid_cat\0066\0066_040.JPG,0066,0066_040,JPEG,7990272,0.75,RGB,0.5576972961425781
data/reid_cat\0066\0066_041.JPG,0066,0066_041,JPEG,7990272,0.75,RGB,0.5651321411132812
data/reid_cat\0066\0066_042.JPG,0066,0066_042,JPEG,7990272,0.75,RGB,0.5825824737548828
data/reid_cat\0066\0066_043.JPG,0066,0066_043,JPEG,7990272,0.75,RGB,0.5911197662353516
data/reid_cat\0066\0066_044.JPG,0066,0066_044,JPEG,7990272,0.75,RGB,0.5858907699584961
data/reid_cat\0066\0066_045.JPG,0066,0066_045,JPEG,7990272,0.75,RGB,0.5962591171264648
data/reid_cat\0066\0066_046.JPG,0066,0066_046,JPEG,7990272,0.75,RGB,0.6768665313720703
data/reid_cat\0066\0066_047.JPG,0066,0066_047,JPEG,7990272,0.75,RGB,0.6742658615112305
data/reid_cat\0066\0066_048.JPG,0066,0066_048,JPEG,7990272,0.75,RGB,0.6776237487792969
data/reid_cat\0067\0067_000.JPG,0067,0067_000,JPEG,7990272,0.75,RGB,0.5443859100341797
data/reid_cat\0067\0067_001.JPG,0067,0067_001,JPEG,7990272,0.75,RGB,0.5420379638671875
data/reid_cat\0067\0067_002.JPG,0067,0067_002,JPEG,7990272,0.75,RGB,0.6344451904296875
data/reid_cat\0067\0067_003.JPG,0067,0067_003,JPEG,7990272,0.75,RGB,0.6216449737548828
data/reid_cat\0067\0067_004.JPG,0067,0067_004,JPEG,7990272,1.33,RGB,0.6936321258544922
data/reid_cat\0067\0067_005.JPG,0067,0067_005,JPEG,7990272,1.33,RGB,0.6869935989379883
data/reid_cat\0067\0067_006.JPG,0067,0067_006,JPEG,7990272,1.33,RGB,0.6860179901123047
data/reid_cat\0067\0067_007.JPG,0067,0067_007,JPEG,7990272,1.33,RGB,0.6809272766113281
data/reid_cat\0067\0067_008.JPG,0067,0067_008,JPEG,7990272,1.33,RGB,0.7179889678955078
data/reid_cat\0067\0067_009.JPG,0067,0067_009,JPEG,7990272,1.33,RGB,0.6872749328613281
data/reid_cat\0067\0067_010.JPG,0067,0067_010,JPEG,7990272,1.33,RGB,0.6826457977294922
data/reid_cat\0067\0067_011.JPG,0067,0067_011,JPEG,7990272,1.33,RGB,0.6877965927124023
data/reid_cat\0067\0067_012.JPG,0067,0067_012,JPEG,7990272,1.33,RGB,0.7084980010986328
data/reid_cat\0067\0067_013.JPG,0067,0067_013,JPEG,7990272,1.33,RGB,0.7090377807617188
data/reid_cat\0067\0067_014.JPG,0067,0067_014,JPEG,7990272,1.33,RGB,0.704228401184082
data/reid_cat\0067\0067_015.JPG,0067,0067_015,JPEG,7990272,1.33,RGB,0.7139558792114258
data/reid_cat\0067\0067_016.JPG,0067,0067_016,JPEG,7990272,1.33,RGB,0.7026958465576172
data/reid_cat\0067\0067_017.JPG,0067,0067_017,JPEG,7990272,1.33,RGB,0.6751489639282227
data/reid_cat\0067\0067_018.JPG,0067,0067_018,JPEG,7990272,1.33,RGB,0.6536855697631836
data/reid_cat\0067\0067_019.JPG,0067,0067_019,JPEG,7990272,1.33,RGB,0.6990385055541992
data/reid_cat\0067\0067_020.JPG,0067,0067_020,JPEG,7990272,1.33,RGB,0.7013912200927734
data/reid_cat\0067\0067_021.JPG,0067,0067_021,JPEG,7990272,0.75,RGB,0.6941795349121094
data/reid_cat\0067\0067_022.JPG,0067,0067_022,JPEG,7990272,0.75,RGB,0.733342170715332
data/reid_cat\0067\0067_023.JPG,0067,0067_023,JPEG,7990272,0.75,RGB,0.6723432540893555
data/reid_cat\0067\0067_024.JPG,0067,0067_024,JPEG,7990272,0.75,RGB,0.6696548461914062
data/reid_cat\0067\0067_025.JPG,0067,0067_025,JPEG,7990272,0.75,RGB,0.6723651885986328
data/reid_cat\0067\0067_026.JPG,0067,0067_026,JPEG,7990272,0.75,RGB,0.6558389663696289
data/reid_cat\0067\0067_027.JPG,0067,0067_027,JPEG,7990272,0.75,RGB,0.7347869873046875
data/reid_cat\0067\0067_028.JPG,0067,0067_028,JPEG,7990272,0.75,RGB,0.740595817565918
data/reid_cat\0067\0067_029.JPG,0067,0067_029,JPEG,7990272,0.75,RGB,0.6184396743774414
data/reid_cat\0067\0067_030.JPG,0067,0067_030,JPEG,7990272,0.75,RGB,0.6049642562866211
data/reid_cat\0067\0067_031.JPG,0067,0067_031,JPEG,7990272,0.75,RGB,0.6442203521728516
data/reid_cat\0067\0067_032.JPG,0067,0067_032,JPEG,7990272,0.75,RGB,0.6214075088500977
data/reid_cat\0067\0067_033.JPG,0067,0067_033,JPEG,7990272,0.75,RGB,0.668060302734375
data/reid_cat\0067\0067_034.JPG,0067,0067_034,JPEG,7990272,0.75,RGB,0.6063365936279297
data/reid_cat\0067\0067_035.JPG,0067,0067_035,JPEG,7990272,0.75,RGB,0.5827426910400391
data/reid_cat\0068\0068_000.JPG,0068,0068_000,JPEG,7990272,0.75,RGB,0.6795425415039062
data/reid_cat\0068\0068_001.JPG,0068,0068_001,JPEG,7990272,0.75,RGB,0.6811990737915039
data/reid_cat\0068\0068_002.JPG,0068,0068_002,JPEG,7990272,0.75,RGB,0.6830739974975586
data/reid_cat\0068\0068_003.JPG,0068,0068_003,JPEG,7990272,0.75,RGB,0.6088781356811523
data/reid_cat\0068\0068_004.JPG,0068,0068_004,JPEG,7990272,0.75,RGB,0.5952215194702148
data/reid_cat\0068\0068_005.JPG,0068,0068_005,JPEG,7990272,1.33,RGB,0.72955322265625
data/reid_cat\0068\0068_006.JPG,0068,0068_006,JPEG,7990272,1.33,RGB,0.7185211181640625
data/reid_cat\0068\0068_007.JPG,0068,0068_007,JPEG,7990272,1.33,RGB,0.7139959335327148
data/reid_cat\0068\0068_008.JPG,0068,0068_008,JPEG,7990272,1.33,RGB,0.6999320983886719
data/reid_cat\0068\0068_009.JPG,0068,0068_009,JPEG,7990272,1.33,RGB,0.7530021667480469
data/reid_cat\0068\0068_010.JPG,0068,0068_010,JPEG,7990272,1.33,RGB,0.7148618698120117
data/reid_cat\0068\0068_011.JPG,0068,0068_011,JPEG,7990272,1.33,RGB,0.6550760269165039
data/reid_cat\0068\0068_012.JPG,0068,0068_012,JPEG,7990272,1.33,RGB,0.6255302429199219
data/reid_cat\0068\0068_013.JPG,0068,0068_013,JPEG,7990272,1.33,RGB,0.6391401290893555
data/reid_cat\0068\0068_014.JPG,0068,0068_014,JPEG,7990272,1.33,RGB,0.6507387161254883
data/reid_cat\0068\0068_015.JPG,0068,0068_015,JPEG,7990272,1.33,RGB,0.7257661819458008
data/reid_cat\0068\0068_016.JPG,0068,0068_016,JPEG,7990272,1.33,RGB,0.7180547714233398
data/reid_cat\0068\0068_017.JPG,0068,0068_017,JPEG,7990272,1.33,RGB,0.6988515853881836
data/reid_cat\0068\0068_018.JPG,0068,0068_018,JPEG,7990272,1.33,RGB,0.6822786331176758
data/reid_cat\0068\0068_019.JPG,0068,0068_019,JPEG,7990272,1.33,RGB,0.7009639739990234
data/reid_cat\0068\0068_020.JPG,0068,0068_020,JPEG,7990272,1.33,RGB,0.6169881820678711
data/reid_cat\0068\0068_021.JPG,0068,0068_021,JPEG,7990272,0.75,RGB,0.6346464157104492
data/reid_cat\0068\0068_022.JPG,0068,0068_022,JPEG,7990272,0.75,RGB,0.6363506317138672
data/reid_cat\0069\0069_000.JPG,0069,0069_000,JPEG,7990272,0.75,RGB,0.7680301666259766
data/reid_cat\0069\0069_001.JPG,0069,0069_001,JPEG,7990272,0.75,RGB,0.7631855010986328
data/reid_cat\0069\0069_002.JPG,0069,0069_002,JPEG,7990272,0.75,RGB,0.7758321762084961
data/reid_cat\0069\0069_003.JPG,0069,0069_003,JPEG,7990272,1.33,RGB,0.7212324142456055
data/reid_cat\0069\0069_004.JPG,0069,0069_004,JPEG,7990272,1.33,RGB,0.6955013275146484
data/reid_cat\0069\0069_005.JPG,0069,0069_005,JPEG,7990272,1.33,RGB,0.6533088684082031
data/reid_cat\0069\0069_006.JPG,0069,0069_006,JPEG,7990272,1.33,RGB,0.7412662506103516
data/reid_cat\0069\0069_007.JPG,0069,0069_007,JPEG,7990272,1.33,RGB,0.7642583847045898
data/reid_cat\0069\0069_008.JPG,0069,0069_008,JPEG,7990272,1.33,RGB,0.7652673721313477
data/reid_cat\0069\0069_009.JPG,0069,0069_009,JPEG,7990272,1.33,RGB,0.7201948165893555
data/reid_cat\0069\0069_010.JPG,0069,0069_010,JPEG,7990272,1.33,RGB,0.7222375869750977
data/reid_cat\0069\0069_011.JPG,0069,0069_011,JPEG,7990272,0.75,RGB,0.7532539367675781
data/reid_cat\0069\0069_012.JPG,0069,0069_012,JPEG,7990272,0.75,RGB,0.7550945281982422
data/reid_cat\0069\0069_013.JPG,0069,0069_013,JPEG,7990272,0.75,RGB,0.7427177429199219
data/reid_cat\0069\0069_014.JPG,0069,0069_014,JPEG,7990272,0.75,RGB,0.6805744171142578
data/reid_cat\0069\0069_015.JPG,0069,0069_015,JPEG,7990272,0.75,RGB,0.7986516952514648
data/reid_cat\0069\0069_016.JPG,0069,0069_016,JPEG,7990272,0.75,RGB,0.7841300964355469
data/reid_cat\0069\0069_017.JPG,0069,0069_017,JPEG,7990272,0.75,RGB,0.7093000411987305
data/reid_cat\0069\0069_018.JPG,0069,0069_018,JPEG,7990272,0.75,RGB,0.7660980224609375
data/reid_cat\0069\0069_019.JPG,0069,0069_019,JPEG,7990272,0.75,RGB,0.7926063537597656
data/reid_cat\0069\0069_020.JPG,0069,0069_020,JPEG,7990272,0.75,RGB,0.853795051574707
data/reid_cat\0069\0069_021.JPG,0069,0069_021,JPEG,7990272,0.75,RGB,0.7391872406005859
data/reid_cat\0069\0069_022.JPG,0069,0069_022,JPEG,7990272,0.75,RGB,0.8745527267456055
data/reid_cat\0069\0069_023.JPG,0069,0069_023,JPEG,7990272,0.75,RGB,0.8937549591064453
data/reid_cat\0069\0069_024.JPG,0069,0069_024,JPEG,7990272,0.75,RGB,0.7883729934692383
data/reid_cat\0069\0069_025.JPG,0069,0069_025,JPEG,7990272,0.75,RGB,0.8098793029785156
data/reid_cat\0069\0069_026.JPG,0069,0069_026,JPEG,7990272,0.75,RGB,0.7056636810302734
data/reid_cat\0069\0069_027.JPG,0069,0069_027,JPEG,7990272,0.75,RGB,0.7131671905517578
data/reid_cat\0069\0069_028.JPG,0069,0069_028,JPEG,7990272,0.75,RGB,0.8160591125488281
data/reid_cat\0069\0069_029.JPG,0069,0069_029,JPEG,7990272,0.75,RGB,0.8082780838012695
data/reid_cat\0071\0071_000.JPG,0071,0071_000,JPEG,7990272,0.75,RGB,0.8310003280639648
data/reid_cat\0071\0071_001.JPG,0071,0071_001,JPEG,7990272,0.75,RGB,0.8394498825073242
data/reid_cat\0071\0071_002.JPG,0071,0071_002,JPEG,7990272,0.75,RGB,0.8045406341552734
data/reid_cat\0071\0071_003.JPG,0071,0071_003,JPEG,7990272,0.75,RGB,0.7727994918823242
data/reid_cat\0071\0071_004.JPG,0071,0071_004,JPEG,7990272,0.75,RGB,0.8384628295898438
data/reid_cat\0071\0071_005.JPG,0071,0071_005,JPEG,7990272,0.75,RGB,0.7847528457641602
data/reid_cat\0071\0071_006.JPG,0071,0071_006,JPEG,7990272,1.33,RGB,0.8756322860717773
data/reid_cat\0071\0071_007.JPG,0071,0071_007,JPEG,7990272,1.33,RGB,0.9048395156860352
data/reid_cat\0071\0071_008.JPG,0071,0071_008,JPEG,7990272,1.33,RGB,0.8770370483398438
data/reid_cat\0071\0071_009.JPG,0071,0071_009,JPEG,7990272,1.33,RGB,0.831904411315918
data/reid_cat\0071\0071_010.JPG,0071,0071_010,JPEG,7990272,0.75,RGB,0.6265316009521484
data/reid_cat\0071\0071_011.JPG,0071,0071_011,JPEG,7990272,0.75,RGB,0.7497787475585938
data/reid_cat\0071\0071_012.JPG,0071,0071_012,JPEG,7990272,0.75,RGB,0.8014183044433594
data/reid_cat\0071\0071_013.JPG,0071,0071_013,JPEG,7990272,0.75,RGB,0.6779918670654297
data/reid_cat\0071\0071_014.JPG,0071,0071_014,JPEG,7990272,0.75,RGB,0.7935256958007812
data/reid_cat\0071\0071_015.JPG,0071,0071_015,JPEG,7990272,0.75,RGB,0.8098983764648438
data/reid_cat\0071\0071_016.JPG,0071,0071_016,JPEG,7990272,0.75,RGB,0.7928590774536133
data/reid_cat\0071\0071_017.JPG,0071,0071_017,JPEG,7990272,0.75,RGB,0.6094741821289062
data/reid_cat\0071\0071_018.JPG,0071,0071_018,JPEG,7990272,0.75,RGB,0.6112747192382812
data/reid_cat\0071\0071_019.JPG,0071,0071_019,JPEG,7990272,0.75,RGB,0.6424093246459961
data/reid_cat\0071\0071_020.JPG,0071,0071_020,JPEG,7990272,0.75,RGB,0.6540231704711914
data/reid_cat\0071\0071_021.JPG,0071,0071_021,JPEG,7990272,0.75,RGB,0.6380100250244141
data/reid_cat\0071\0071_022.JPG,0071,0071_022,JPEG,7990272,0.75,RGB,0.6283760070800781
data/reid_cat\0071\0071_023.JPG,0071,0071_023,JPEG,7990272,0.75,RGB,0.5991964340209961
data/reid_cat\0071\0071_024.JPG,0071,0071_024,JPEG,7990272,0.75,RGB,0.6037492752075195
data/reid_cat\0071\0071_025.JPG,0071,0071_025,JPEG,7990272,0.75,RGB,0.6343879699707031
data/reid_cat\0071\0071_026.JPG,0071,0071_026,JPEG,7990272,0.75,RGB,0.6070585250854492
data/reid_cat\0071\0071_027.JPG,0071,0071_027,JPEG,7990272,0.75,RGB,0.6258163452148438
data/reid_cat\0071\0071_028.JPG,0071,0071_028,JPEG,7990272,0.75,RGB,0.6180343627929688
data/reid_cat\0071\0071_029.JPG,0071,0071_029,JPEG,7990272,0.75,RGB,0.6716690063476562
data/reid_cat\0071\0071_030.JPG,0071,0071_030,JPEG,7990272,0.75,RGB,0.6760616302490234
data/reid_cat\0071\0071_031.JPG,0071,0071_031,JPEG,7990272,0.75,RGB,0.604191780090332
data/reid_cat\0071\0071_032.JPG,0071,0071_032,JPEG,7990272,0.75,RGB,0.6097888946533203
data/reid_cat\0071\0071_033.JPG,0071,0071_033,JPEG,7990272,0.75,RGB,0.5859107971191406
data/reid_cat\0071\0071_034.JPG,0071,0071_034,JPEG,7990272,0.75,RGB,0.6063899993896484
data/reid_cat\0071\0071_035.JPG,0071,0071_035,JPEG,7990272,0.75,RGB,0.6284399032592773
data/reid_cat\0071\0071_036.JPG,0071,0071_036,JPEG,7990272,0.75,RGB,0.5855579376220703
data/reid_cat\0071\0071_037.JPG,0071,0071_037,JPEG,7990272,0.75,RGB,0.5847349166870117
data/reid_cat\0071\0071_038.JPG,0071,0071_038,JPEG,7990272,0.75,RGB,0.649836540222168
data/reid_cat\0071\0071_039.JPG,0071,0071_039,JPEG,7990272,0.75,RGB,0.6251773834228516
data/reid_cat\0072\0072_000.JPG,0072,0072_000,JPEG,7990272,1.33,RGB,0.796656608581543
data/reid_cat\0072\0072_001.JPG,0072,0072_001,JPEG,7990272,1.33,RGB,0.9827537536621094
data/reid_cat\0072\0072_002.JPG,0072,0072_002,JPEG,7990272,1.33,RGB,0.9443016052246094
data/reid_cat\0072\0072_003.JPG,0072,0072_003,JPEG,7990272,1.33,RGB,0.7402410507202148
data/reid_cat\0072\0072_004.JPG,0072,0072_004,JPEG,7990272,1.33,RGB,0.7447366714477539
data/reid_cat\0072\0072_005.JPG,0072,0072_005,JPEG,7990272,1.33,RGB,0.692408561706543
data/reid_cat\0072\0072_006.JPG,0072,0072_006,JPEG,7990272,1.33,RGB,0.6866750717163086
data/reid_cat\0072\0072_007.JPG,0072,0072_007,JPEG,7990272,1.33,RGB,0.6542139053344727
data/reid_cat\0072\0072_008.JPG,0072,0072_008,JPEG,7990272,1.33,RGB,0.5021123886108398
data/reid_cat\0072\0072_009.JPG,0072,0072_009,JPEG,7990272,1.33,RGB,0.5042781829833984
data/reid_cat\0072\0072_010.JPG,0072,0072_010,JPEG,7990272,1.33,RGB,0.6934309005737305
data/reid_cat\0072\0072_011.JPG,0072,0072_011,JPEG,7990272,1.33,RGB,0.6872358322143555
data/reid_cat\0072\0072_012.JPG,0072,0072_012,JPEG,7990272,1.33,RGB,0.5001039505004883
data/reid_cat\0072\0072_013.JPG,0072,0072_013,JPEG,7990272,1.33,RGB,0.48755359649658203
data/reid_cat\0072\0072_014.JPG,0072,0072_014,JPEG,7990272,1.33,RGB,0.5558528900146484
data/reid_cat\0072\0072_015.JPG,0072,0072_015,JPEG,7990272,1.33,RGB,0.6443691253662109
data/reid_cat\0072\0072_016.JPG,0072,0072_016,JPEG,7990272,1.33,RGB,0.6633214950561523
data/reid_cat\0072\0072_017.JPG,0072,0072_017,JPEG,7990272,1.33,RGB,0.522130012512207
data/reid_cat\0072\0072_018.JPG,0072,0072_018,JPEG,7990272,1.33,RGB,0.5264167785644531
data/reid_cat\0072\0072_019.JPG,0072,0072_019,JPEG,7990272,1.33,RGB,0.6414527893066406
data/reid_cat\0072\0072_020.JPG,0072,0072_020,JPEG,7990272,1.33,RGB,0.6217412948608398
data/reid_cat\0072\0072_021.JPG,0072,0072_021,JPEG,7990272,1.33,RGB,0.6761474609375
data/reid_cat\0072\0072_022.JPG,0072,0072_022,JPEG,7990272,1.33,RGB,0.6705608367919922
data/reid_cat\0072\0072_023.JPG,0072,0072_023,JPEG,7990272,1.33,RGB,0.6754341125488281
data/reid_cat\0072\0072_024.JPG,0072,0072_024,JPEG,7990272,1.33,RGB,0.6656465530395508
data/reid_cat\0072\0072_025.JPG,0072,0072_025,JPEG,7990272,1.33,RGB,0.6256828308105469
data/reid_cat\0072\0072_026.JPG,0072,0072_026,JPEG,7990272,1.33,RGB,0.7658729553222656
data/reid_cat\0072\0072_027.JPG,0072,0072_027,JPEG,7990272,1.33,RGB,0.7135992050170898
data/reid_cat\0072\0072_028.JPG,0072,0072_028,JPEG,7990272,0.75,RGB,0.6496601104736328
data/reid_cat\0072\0072_029.JPG,0072,0072_029,JPEG,7990272,1.33,RGB,0.7135515213012695
data/reid_cat\0072\0072_030.JPG,0072,0072_030,JPEG,7990272,1.33,RGB,0.6925830841064453
data/reid_cat\0072\0072_031.JPG,0072,0072_031,JPEG,7990272,1.33,RGB,0.7223224639892578
data/reid_cat\0073\0073_000.JPG,0073,0073_000,JPEG,7990272,1.33,RGB,0.4876108169555664
data/reid_cat\0073\0073_001.JPG,0073,0073_001,JPEG,7990272,1.33,RGB,0.48987483978271484
data/reid_cat\0073\0073_002.JPG,0073,0073_002,JPEG,7990272,1.33,RGB,0.4650602340698242
data/reid_cat\0073\0073_003.JPG,0073,0073_003,JPEG,7990272,1.33,RGB,0.4270334243774414
data/reid_cat\0073\0073_004.JPG,0073,0073_004,JPEG,7990272,1.33,RGB,0.4216728210449219
data/reid_cat\0073\0073_005.JPG,0073,0073_005,JPEG,7990272,1.33,RGB,0.43538951873779297
data/reid_cat\0073\0073_006.JPG,0073,0073_006,JPEG,7990272,1.33,RGB,0.40695667266845703
data/reid_cat\0073\0073_007.JPG,0073,0073_007,JPEG,7990272,1.33,RGB,0.4172525405883789
data/reid_cat\0073\0073_008.JPG,0073,0073_008,JPEG,7990272,1.33,RGB,0.4632282257080078
data/reid_cat\0073\0073_009.JPG,0073,0073_009,JPEG,7990272,1.33,RGB,0.4951362609863281
data/reid_cat\0073\0073_010.JPG,0073,0073_010,JPEG,7990272,1.33,RGB,0.46967411041259766
data/reid_cat\0073\0073_011.JPG,0073,0073_011,JPEG,7990272,1.33,RGB,0.4975566864013672
data/reid_cat\0073\0073_012.JPG,0073,0073_012,JPEG,7990272,1.33,RGB,0.4422292709350586
data/reid_cat\0073\0073_013.JPG,0073,0073_013,JPEG,7990272,1.33,RGB,0.45748043060302734
data/reid_cat\0073\0073_014.JPG,0073,0073_014,JPEG,7990272,1.33,RGB,0.7362451553344727
data/reid_cat\0073\0073_015.JPG,0073,0073_015,JPEG,7990272,1.33,RGB,0.6331024169921875
data/reid_cat\0073\0073_016.JPG,0073,0073_016,JPEG,7990272,1.33,RGB,0.6923828125
data/reid_cat\0073\0073_017.JPG,0073,0073_017,JPEG,7990272,1.33,RGB,0.7292575836181641
data/reid_cat\0073\0073_018.JPG,0073,0073_018,JPEG,7990272,1.33,RGB,0.7385149002075195
data/reid_cat\0073\0073_019.JPG,0073,0073_019,JPEG,7990272,1.33,RGB,0.6819381713867188
data/reid_cat\0073\0073_020.JPG,0073,0073_020,JPEG,7990272,1.33,RGB,0.7001972198486328
data/reid_cat\0073\0073_021.JPG,0073,0073_021,JPEG,7990272,1.33,RGB,0.7380542755126953
data/reid_cat\0073\0073_022.JPG,0073,0073_022,JPEG,7990272,1.33,RGB,0.6657400131225586
data/reid_cat\0073\0073_023.JPG,0073,0073_023,JPEG,7990272,1.33,RGB,0.6468563079833984
data/reid_cat\0073\0073_024.JPG,0073,0073_024,JPEG,7990272,1.33,RGB,0.6481666564941406
data/reid_cat\0073\0073_025.JPG,0073,0073_025,JPEG,7990272,1.33,RGB,0.6896543502807617
data/reid_cat\0073\0073_026.JPG,0073,0073_026,JPEG,7990272,1.33,RGB,0.6860589981079102
data/reid_cat\0073\0073_027.JPG,0073,0073_027,JPEG,7990272,1.33,RGB,0.6893777847290039
data/reid_cat\0073\0073_028.JPG,0073,0073_028,JPEG,7990272,1.33,RGB,0.7089729309082031
data/reid_cat\0073\0073_029.JPG,0073,0073_029,JPEG,7990272,1.33,RGB,0.6787786483764648
data/reid_cat\0073\0073_030.JPG,0073,0073_030,JPEG,7990272,1.33,RGB,0.6351318359375
data/reid_cat\0073\0073_031.JPG,0073,0073_031,JPEG,7990272,1.33,RGB,0.6358423233032227
data/reid_cat\0073\0073_032.JPG,0073,0073_032,JPEG,7990272,1.33,RGB,0.7272300720214844
data/reid_cat\0073\0073_033.JPG,0073,0073_033,JPEG,7990272,1.33,RGB,0.7595462799072266
data/reid_cat\0073\0073_034.JPG,0073,0073_034,JPEG,7990272,1.33,RGB,0.7821779251098633
data/reid_cat\0073\0073_035.JPG,0073,0073_035,JPEG,7990272,1.33,RGB,0.6760597229003906
data/reid_cat\0073\0073_036.JPG,0073,0073_036,JPEG,7990272,1.33,RGB,0.6721296310424805
data/reid_cat\0073\0073_037.JPG,0073,0073_037,JPEG,7990272,1.33,RGB,0.6773624420166016
data/reid_cat\0073\0073_038.JPG,0073,0073_038,JPEG,7990272,1.33,RGB,0.6834182739257812
data/reid_cat\0075\0075_000.JPG,0075,0075_000,JPEG,7990272,0.75,RGB,0.6540336608886719
data/reid_cat\0075\0075_001.JPG,0075,0075_001,JPEG,7990272,0.75,RGB,0.6398630142211914
data/reid_cat\0075\0075_002.JPG,0075,0075_002,JPEG,7990272,0.75,RGB,0.6279687881469727
data/reid_cat\0075\0075_003.JPG,0075,0075_003,JPEG,7990272,0.75,RGB,0.5968818664550781
data/reid_cat\0075\0075_004.JPG,0075,0075_004,JPEG,7990272,0.75,RGB,0.656519889831543
data/reid_cat\0075\0075_005.JPG,0075,0075_005,JPEG,7990272,0.75,RGB,0.5710954666137695
data/reid_cat\0075\0075_006.JPG,0075,0075_006,JPEG,7990272,0.75,RGB,0.5881519317626953
data/reid_cat\0075\0075_007.JPG,0075,0075_007,JPEG,7990272,0.75,RGB,0.6155166625976562
data/reid_cat\0075\0075_008.JPG,0075,0075_008,JPEG,7990272,0.75,RGB,0.5703201293945312
data/reid_cat\0075\0075_009.JPG,0075,0075_009,JPEG,7990272,0.75,RGB,0.5839223861694336
data/reid_cat\0075\0075_010.JPG,0075,0075_010,JPEG,7990272,0.75,RGB,0.6100234985351562
data/reid_cat\0075\0075_011.JPG,0075,0075_011,JPEG,7990272,0.75,RGB,0.552006721496582
data/reid_cat\0075\0075_012.JPG,0075,0075_012,JPEG,7990272,0.75,RGB,0.556889533996582
data/reid_cat\0075\0075_013.JPG,0075,0075_013,JPEG,7990272,0.75,RGB,0.5626335144042969
data/reid_cat\0075\0075_014.JPG,0075,0075_014,JPEG,7990272,0.75,RGB,0.5404319763183594
data/reid_cat\0075\0075_015.JPG,0075,0075_015,JPEG,7990272,0.75,RGB,0.5419301986694336
data/reid_cat\0075\0075_016.JPG,0075,0075_016,JPEG,7990272,0.75,RGB,0.5730199813842773
data/reid_cat\0075\0075_017.JPG,0075,0075_017,JPEG,7990272,0.75,RGB,0.5186653137207031
data/reid_cat\0075\0075_018.JPG,0075,0075_018,JPEG,7990272,0.75,RGB,0.5920515060424805
data/reid_cat\0075\0075_019.JPG,0075,0075_019,JPEG,7990272,0.75,RGB,0.546452522277832
